week,インフルエンザ,COVID-19,咽頭結膜熱,Ａ群溶血性レンサ球菌咽頭炎,感染性胃腸炎,水痘,手足口病,伝染性紅斑,突発性発しん,百日咳,ヘルパンギーナ,流行性耳下腺炎,急性出血性結膜炎,流行性角結膜炎,細菌性髄膜炎,無菌性髄膜炎,マイコプラズマ肺炎,クラミジア肺炎,感染性胃腸炎（ロタウイルス）,RSウイルス
2018-W04,52.35,,0.31,2.52,5.12,0.29,0.23,0.08,0.32,,0.02,0.15,0.01,0.57,0.01,0.01,0.2,0.01,0.06,
2018-W05,54.33,,0.31,2.61,5.11,0.25,0.18,0.07,0.3,,0.02,0.15,0.02,0.64,0.03,0.01,0.15,0.01,0.08,
2018-W06,45.38,,0.28,2.63,4.72,0.23,0.15,0.06,0.3,,0.02,0.14,0.01,0.59,0.02,0.03,0.18,0,0.12,
2018-W07,29.65,,0.26,2.1,4.05,0.22,0.11,0.05,0.29,,0.01,0.12,0.01,0.51,0.02,0.02,0.14,0.01,0.12,
2018-W08,22.64,,0.28,2.65,4.81,0.21,0.11,0.06,0.32,,0.01,0.15,0.01,0.6,0.03,0.02,0.13,0,0.26,
2018-W09,17.42,,0.28,2.6,4.84,0.21,0.12,0.07,0.33,,0.01,0.12,0.01,0.59,0.02,0.01,0.11,0.01,0.31,0.38
2018-W10,12.05,,0.27,2.64,5,0.26,0.13,0.06,0.35,,0.01,0.13,0.01,0.53,0.01,0.02,0.12,0.02,0.28,0.41
2018-W11,8.65,,0.3,2.69,5.01,0.24,0.15,0.06,0.36,,0.01,0.14,0.02,0.54,0.01,0.03,0.2,0.01,0.41,0.44
2018-W12,5.35,,0.26,2.27,4.43,0.3,0.13,0.06,0.37,,0.01,0.12,0.01,0.53,0.01,0.01,0.12,0.01,0.43,0.38
2018-W13,3.39,,0.28,2.06,4.5,0.27,0.15,0.08,0.39,,0.01,0.12,0.03,0.63,0.01,0.03,0.16,0.01,0.42,0.36
2018-W14,2,,0.25,1.87,4.29,0.35,0.17,0.08,0.42,,0.02,0.14,0.02,0.72,0.02,0.02,0.13,0.02,0.42,0.32
2018-W15,1.66,,0.23,2.19,5,0.28,0.23,0.09,0.49,,0.03,0.15,0.03,0.72,0.02,0.03,0.11,0,0.41,0.4
2018-W16,1.76,,0.34,2.66,6.21,0.29,0.25,0.12,0.54,,0.03,0.14,0.04,0.79,0.03,0.03,0.12,0.01,0.52,0.41
2018-W17,1.23,,0.46,2.91,6.76,0.39,0.3,0.13,0.62,,0.04,0.16,0.04,0.89,0.03,0.03,0.17,0.01,0.39,0.38
2018-W18,0.61,,0.33,1.45,3.7,0.29,0.29,0.09,0.35,,0.04,0.12,0.02,0.53,0.02,0.01,0.08,0,0.36,0.23
2018-W19,0.42,,0.62,2.85,6.74,0.52,0.43,0.13,0.64,,0.05,0.2,0.03,1.17,0.03,0.02,0.14,0.01,0.29,0.25
2018-W20,0.4,,0.64,3.13,7.38,0.35,0.76,0.26,0.58,,0.08,0.18,0.03,1.1,0.01,0.03,0.18,0,0.28,0.3
2018-W21,0.27,,0.85,3.02,7.23,0.59,0.79,0.2,0.61,,0.14,0.15,0.03,0.94,0.02,0.03,0.14,0,0.21,0.3
2018-W22,0.19,,0.83,3.12,7.26,0.69,0.96,0.22,0.58,,0.18,0.19,0.02,1.09,0.03,0.02,0.14,0,0.22,0.29
2018-W23,0.12,,0.92,3.08,6.94,0.51,1.11,0.27,0.6,,0.28,0.18,0.02,1.03,0.02,0.03,0.17,-,0.1,0.3
2018-W24,0.08,,0.83,2.88,6.4,0.37,1.23,0.23,0.54,,0.49,0.18,0.02,1,0.02,0.02,0.14,0.01,0.09,0.34
2018-W25,0.09,,0.79,2.89,6.07,0.39,1.24,0.35,0.54,,0.64,0.19,0.03,0.93,0.02,0.04,0.13,0,0.06,0.36
2018-W26,0.09,,0.76,2.64,5.73,0.36,1.6,0.4,0.56,,1,0.2,0.02,0.95,0.03,0.04,0.23,0.01,0.04,0.39
2018-W27,0.09,,0.64,2.31,5,0.39,1.69,0.33,0.55,,1.47,0.2,0.02,0.93,0.01,0.02,0.22,0.01,0.02,0.46
2018-W28,0.07,,0.68,2.22,4.71,0.27,2.09,0.34,0.55,,2.42,0.2,0.02,0.92,0.03,0.05,0.16,0,0.01,0.7
2018-W29,0.06,,0.55,1.57,3.84,0.28,1.87,0.26,0.47,,2.49,0.17,0.01,0.81,0.01,0.06,0.17,0,0.01,0.76
2018-W30,0.05,,0.55,1.57,4.03,0.25,1.8,0.25,0.48,,3.09,0.18,0.02,0.95,0.03,0.04,0.23,0,0.01,0.97
2018-W31,0.05,,0.51,1.44,3.86,0.23,1.71,0.29,0.48,,3.12,0.16,0.01,1.09,0.01,0.07,0.24,0,0.01,1.33
2018-W32,0.04,,0.39,1.1,3.05,0.2,1.37,0.22,0.39,,2.35,0.12,0,0.81,0.02,0.04,0.23,0,0,1.37
2018-W33,0.04,,0.32,0.83,2.5,0.2,1,0.19,0.34,,1.48,0.12,0,0.83,0.03,0.04,0.27,0,0.01,1.34
2018-W34,0.03,,0.33,1.11,3.26,0.23,0.99,0.32,0.45,,1.57,0.14,0.01,1.1,0.01,0.05,0.21,0.01,0.01,1.34
2018-W35,0.05,,0.32,1.2,3.57,0.18,1.17,0.32,0.49,,1.7,0.13,0.01,1.01,0.03,0.04,0.23,0.01,0.02,2.11
2018-W36,0.07,,0.33,1.32,3.72,0.22,1.13,0.34,0.49,,1.66,0.12,0.01,0.94,0.01,0.03,0.23,0,0.02,2.39
2018-W37,0.13,,0.35,1.38,3.65,0.22,1.14,0.32,0.44,,1.45,0.13,0.01,1.06,0.01,0.05,0.24,0,0.02,2.46
2018-W38,0.14,,0.28,1.18,3.15,0.22,1.01,0.28,0.42,,1.04,0.12,0.01,1.02,0.01,0.05,0.24,-,0.01,2.11
2018-W39,0.16,,0.23,1.24,2.99,0.23,0.86,0.28,0.38,,0.84,0.12,0,1.01,0.01,0.04,0.25,0.01,0.01,1.7
2018-W40,0.17,,0.3,1.47,3.35,0.23,1.08,0.45,0.43,,0.84,0.13,0,1.01,0.02,0.03,0.3,0.01,0.01,1.58
2018-W41,0.12,,0.25,1.29,2.99,0.27,0.91,0.35,0.38,,0.55,0.11,0.01,0.86,0.02,0.05,0.33,0,0.01,1.15
2018-W42,0.19,,0.28,1.68,3.56,0.27,0.99,0.38,0.4,,0.52,0.12,0.01,0.87,0.03,0.04,0.32,0.01,0,0.98
2018-W43,0.19,,0.33,1.92,3.89,0.28,0.96,0.5,0.41,,0.36,0.11,0.01,0.86,0.02,0.04,0.35,0,0.01,0.87
2018-W44,0.21,,0.35,1.9,4.14,0.32,0.77,0.44,0.37,,0.25,0.11,0.01,0.8,0.03,0.02,0.31,0.01,0.01,0.62
2018-W45,0.35,,0.45,2.43,5.44,0.38,0.76,0.64,0.46,,0.21,0.13,0.01,0.87,0.02,0.04,0.35,0,0.02,0.6
2018-W46,0.38,,0.52,2.43,5.91,0.46,0.79,0.61,0.45,,0.19,0.11,-,0.79,0.02,0.04,0.35,0.01,0.02,0.56
2018-W47,0.52,,0.52,2.4,6,0.43,0.65,0.65,0.39,,0.15,0.11,0,0.82,0.02,0.02,0.33,0,0.03,0.5
2018-W48,0.93,,0.66,2.77,7.89,0.61,0.63,0.87,0.44,,0.11,0.13,0.01,0.93,0.03,0.03,0.44,0.01,0.04,0.5
2018-W49,1.7,,0.66,3.07,8.86,0.6,0.62,0.96,0.42,,0.11,0.13,0.02,0.94,0.02,0.03,0.37,0.01,0.04,0.51
2018-W50,3.35,,0.73,2.96,9.24,0.63,0.61,0.88,0.39,,0.09,0.12,0.01,0.95,0.02,0.02,0.3,-,0.04,0.54
2018-W51,8.05,,0.7,3.25,10.1,0.74,0.5,0.92,0.38,,0.06,0.12,0.01,0.98,0.01,0.02,0.36,0,0.06,0.55
2018-W52,11.17,,0.57,2.2,7.58,0.54,0.32,0.7,0.31,,0.04,0.1,0.02,0.81,0.02,0.02,0.33,0,0.05,0.55
2019-W01,16.3,,0.24,0.82,3.15,0.44,0.11,0.38,0.16,,0.01,0.06,0.01,0.54,0.01,0.01,0.15,-,0.05,0.3
2019-W02,38.54,,0.42,2.1,7.52,0.55,0.14,1,0.36,,0.02,0.1,0.01,1.03,0.03,0.03,0.29,0,0.06,0.39
2019-W03,53.91,,0.27,2.06,6.54,0.27,0.17,0.88,0.31,,0.01,0.09,0,0.65,0.02,0.02,0.23,0,0.06,0.36
2019-W04,57.09,,0.32,2.5,6.88,0.36,0.13,0.87,0.3,,0.02,0.08,0.01,0.67,0.01,0.02,0.27,0,0.09,0.43
2019-W05,43.24,,0.29,2.49,6.5,0.25,0.13,0.73,0.3,,0.01,0.1,0.01,0.65,0.03,0.02,0.22,0.01,0.08,0.4
2019-W06,26.28,,0.33,2.52,6.03,0.29,0.13,0.57,0.29,,0.01,0.09,0.02,0.64,0.03,0.02,0.18,0,0.13,0.42
2019-W07,12.49,,0.3,2.07,5.09,0.26,0.1,0.5,0.28,,0.02,0.07,0.01,0.54,0.01,0.02,0.13,0,0.13,0.41
2019-W08,8.99,,0.3,2.67,5.99,0.3,0.12,0.59,0.35,,0.01,0.09,0.01,0.54,0.02,0.03,0.14,0,0.14,0.44
2019-W09,5.93,,0.33,2.71,5.95,0.28,0.13,0.57,0.34,,0.03,0.09,0.01,0.49,0.03,0.03,0.2,-,0.29,0.47
2019-W10,4.12,,0.32,2.86,6.07,0.33,0.14,0.54,0.36,,0.02,0.11,0.01,0.44,0.02,0.02,0.14,0,0.28,0.46
2019-W11,2.92,,0.37,2.87,6.04,0.32,0.16,0.58,0.39,,0.03,0.1,0,0.49,0.02,0.03,0.14,0.01,0.4,0.49
2019-W12,2.49,,0.34,2.46,5.51,0.36,0.15,0.56,0.37,,0.02,0.09,0.01,0.53,0.01,0.02,0.09,0,0.38,0.5
2019-W13,1.73,,0.34,2.07,5.17,0.34,0.19,0.5,0.37,,0.03,0.09,0.02,0.6,0.02,0.01,0.14,0.01,0.43,0.49
2019-W14,1.46,,0.28,1.94,5.35,0.32,0.17,0.56,0.39,,0.04,0.08,0.01,0.62,0.03,0.02,0.09,0.01,0.52,0.44
2019-W15,1.67,,0.31,2.26,6.3,0.31,0.28,0.58,0.44,,0.04,0.08,0.01,0.55,0.02,0.04,0.12,0.01,0.63,0.52
2019-W16,2.54,,0.39,2.76,8.02,0.29,0.39,0.83,0.5,,0.07,0.09,0.01,0.64,0.02,0.03,0.15,0,0.97,0.58
2019-W17,2.17,,0.48,2.86,8.2,0.37,0.56,0.79,0.55,,0.08,0.1,0.02,0.63,0.03,0.02,0.1,0,0.93,0.56
2019-W18,1.02,,0.2,0.77,2.2,0.21,0.34,0.23,0.19,,0.05,0.05,0,0.23,0.01,0.01,0.13,0,0.59,0.24
2019-W19,0.74,,0.49,1.89,5.23,0.48,0.41,0.68,0.45,,0.09,0.1,0.01,0.7,0.02,0.01,0.1,-,0.55,0.25
2019-W20,0.92,,0.42,2.86,7,0.3,0.96,0.91,0.47,,0.19,0.1,0.01,0.6,0.02,0.02,0.13,0,0.6,0.27
2019-W21,0.62,,0.64,2.66,6.63,0.45,1.54,0.82,0.54,,0.31,0.12,0.01,0.57,0.02,0.02,0.1,0,0.5,0.32
2019-W22,0.49,,0.63,2.84,6.53,0.36,1.95,0.7,0.55,,0.37,0.14,0.01,0.6,0.02,0.04,0.15,0,0.45,0.24
2019-W23,0.35,,0.69,2.66,6.09,0.45,2.79,0.71,0.54,,0.56,0.13,0.02,0.63,0.01,0.02,0.15,0,0.39,0.21
2019-W24,0.25,,0.68,2.59,5.48,0.39,4.02,0.67,0.5,,0.91,0.14,0.02,0.67,0.01,0.02,0.14,-,0.23,0.26
2019-W25,0.2,,0.68,2.57,5.4,0.37,5.18,0.93,0.49,,1.19,0.13,0.01,0.68,0.02,0.03,0.14,0,0.22,0.29
2019-W26,0.18,,0.64,2.24,4.82,0.45,6.7,0.9,0.5,,1.44,0.15,0.01,0.67,0.02,0.03,0.19,0,0.15,0.32
2019-W27,0.17,,0.63,2.08,4.67,0.35,9.79,0.93,0.49,,2.12,0.14,0.01,0.64,0.02,0.03,0.15,-,0.08,0.4
2019-W28,0.19,,0.63,1.95,4.29,0.37,12.64,0.91,0.47,,2.88,0.13,0.01,0.71,0.02,0.06,0.15,0,0.06,0.62
2019-W29,0.19,,0.47,1.51,3.38,0.28,12.01,0.9,0.41,,2.54,0.1,0.01,0.62,0.01,0.04,0.16,0.01,0.05,0.66
2019-W30,0.16,,0.49,1.48,3.42,0.33,13.42,0.88,0.44,,2.97,0.12,0,0.74,0.02,0.04,0.18,-,0.03,1.01
2019-W31,0.19,,0.47,1.29,3.22,0.27,10.54,0.76,0.44,,2.45,0.08,0.02,0.77,0.02,0.03,0.17,0.01,0.02,1.4
2019-W32,0.22,,0.46,1.16,2.98,0.24,6.88,0.58,0.41,,1.88,0.08,0.01,0.71,0.02,0.03,0.17,0,0.01,1.67
2019-W33,0.23,,0.35,0.74,1.91,0.19,3.04,0.29,0.25,,0.95,0.06,0,0.55,0.02,0.06,0.19,-,0.02,1.32
2019-W34,0.24,,0.41,1.09,2.97,0.24,2.75,0.63,0.46,,1,0.09,0.01,0.84,0.02,0.06,0.23,-,0.01,1.37
2019-W35,0.39,,0.43,1.23,3.09,0.16,3.05,0.71,0.41,,1.21,0.09,0.01,0.79,0.01,0.04,0.24,-,0.01,2.43
2019-W36,0.77,,0.45,1.48,3.39,0.23,3.11,0.8,0.43,,1.28,0.09,0.01,0.78,0.02,0.05,0.3,0,0.01,3.12
2019-W37,1.17,,0.48,1.56,3.26,0.19,2.82,0.67,0.44,,1.21,0.1,0.01,0.81,0.01,0.05,0.27,0,0.01,3.45
2019-W38,1.16,,0.4,1.44,2.9,0.24,2.17,0.46,0.37,,0.79,0.09,0,0.75,0.01,0.05,0.34,0.01,0,2.91
2019-W39,0.92,,0.36,1.42,2.74,0.21,1.82,0.56,0.35,,0.59,0.09,0.01,0.73,0.02,0.05,0.28,0,0.01,2.36
2019-W40,0.99,,0.4,1.66,3.1,0.25,1.82,0.64,0.38,,0.61,0.11,0,0.8,0.01,0.03,0.38,0,0.01,2.07
2019-W41,0.9,,0.39,1.68,3,0.22,1.8,0.54,0.37,,0.59,0.09,0,0.7,0.01,0.05,0.39,-,0.01,1.84
2019-W42,0.72,,0.34,1.54,2.8,0.22,1.46,0.44,0.36,,0.33,0.08,0,0.63,0.02,0.05,0.35,0.01,0.01,1.23
2019-W43,0.8,,0.39,1.65,2.93,0.29,1.34,0.58,0.34,,0.3,0.07,0,0.57,0.02,0.04,0.37,0.01,0.01,1
2019-W44,0.95,,0.4,2.07,3.31,0.32,1.45,0.58,0.38,,0.3,0.07,0,0.63,0.02,0.03,0.44,0,0,0.88
2019-W45,1.03,,0.39,1.78,3.15,0.33,1.36,0.53,0.33,,0.21,0.07,0.01,0.6,0.02,0.04,0.44,-,0.01,0.66
2019-W46,1.84,,0.5,2.58,4.08,0.41,1.16,0.55,0.39,,0.16,0.08,0,0.6,0.02,0.02,0.51,0,0,0.58
2019-W47,3.11,,0.55,2.55,4.32,0.44,1.06,0.55,0.35,,0.14,0.07,0.01,0.5,0.01,0.03,0.51,0,0.01,0.51
2019-W48,5.52,,0.63,3.1,5.34,0.59,1.08,0.6,0.39,,0.13,0.06,0.01,0.59,0.03,0.05,0.38,0,0.02,0.52
2019-W49,9.52,,0.73,3.27,5.92,0.56,0.97,0.61,0.35,,0.11,0.06,0.01,0.6,0.02,0.04,0.47,0.01,0.02,0.5
2019-W50,15.62,,0.8,3.55,6.6,0.68,0.83,0.61,0.36,,0.08,0.07,0.01,0.59,0.03,0.04,0.44,0,0.01,0.51
2019-W51,21.22,,0.77,3.72,7.46,0.63,0.7,0.63,0.33,,0.07,0.08,0.01,0.64,0.01,0.04,0.47,0.01,0.01,0.54
2019-W52,23.24,,0.78,3.28,7.25,0.62,0.57,0.58,0.34,,0.07,0.06,0.02,0.61,0.04,0.03,0.36,0.01,0.02,0.56
2020-W01,13.93,,0.22,0.74,1.8,0.32,0.12,0.17,0.1,,0.01,0.02,0,0.25,0.01,0.01,0.16,-,0.02,0.22
2020-W02,18.33,,0.52,2.44,6.09,0.65,0.2,0.63,0.32,,0.03,0.06,0.01,0.67,0.02,0.02,0.44,0,0.02,0.32
2020-W03,16.73,,0.34,2.44,5.99,0.3,0.15,0.51,0.3,,0.02,0.05,0.01,0.42,0.01,0.02,0.33,-,0.01,0.27
2020-W04,18,,0.41,3.18,7.14,0.43,0.16,0.53,0.31,,0.02,0.06,0.01,0.4,0.03,0.02,0.31,0,0.04,0.33
2020-W05,14.11,,0.39,3.49,6.92,0.3,0.16,0.47,0.3,,0.03,0.05,0.01,0.43,0.02,0.02,0.31,-,0.05,0.35
2020-W06,9.04,,0.45,3.56,6.35,0.39,0.15,0.4,0.29,,0.02,0.05,0,0.41,0.01,0.02,0.29,-,0.03,0.32
2020-W07,7.49,,0.38,3.26,5.73,0.37,0.12,0.31,0.29,,0.02,0.05,-,0.41,0.02,0.02,0.29,0,0.06,0.27
2020-W08,6.12,,0.39,3.66,5.57,0.4,0.11,0.3,0.3,,0.02,0.05,0.01,0.44,0.01,0.02,0.39,0.01,0.01,0.29
2020-W09,4.77,,0.33,2.99,4.13,0.38,0.09,0.25,0.25,,0.02,0.05,0,0.42,0.03,0.02,0.35,0,0.03,0.28
2020-W10,3.13,,0.34,2.92,3.57,0.37,0.08,0.25,0.26,,0.02,0.05,0.01,0.42,0.02,0.02,0.35,0.01,0.02,0.27
2020-W11,1.29,,0.3,2.31,2.87,0.35,0.09,0.26,0.27,,0.02,0.05,0.01,0.27,0.03,0.02,0.43,0,0.02,0.24
2020-W12,0.54,,0.25,1.72,2.2,0.26,0.08,0.21,0.29,,0.01,0.05,0,0.26,0.01,0.01,0.24,0,0.01,0.16
2020-W13,0.27,,0.2,1.59,2.1,0.24,0.07,0.22,0.29,,0.01,0.05,0.01,0.31,0.02,0.01,0.21,0.01,0.01,0.11
2020-W14,0.15,,0.15,1.47,1.87,0.2,0.06,0.17,0.32,,0.02,0.04,0.01,0.26,0.03,0.01,0.22,0,0.02,0.11
2020-W15,0.09,,0.14,1.26,1.61,0.17,0.05,0.16,0.34,,0.03,0.04,0.01,0.23,0.01,0.02,0.23,0,0.01,0.09
2020-W16,0.05,,0.13,1.09,1.48,0.15,0.05,0.12,0.32,,0.02,0.05,0.01,0.19,0.03,0.01,0.18,0.01,0.01,0.08
2020-W17,0.02,,0.14,0.82,1.2,0.11,0.03,0.08,0.36,,0.02,0.04,0,0.17,0.02,0.02,0.23,0,0.01,0.04
2020-W18,0.01,,0.13,0.64,1.03,0.11,0.04,0.09,0.32,,0.02,0.04,0,0.12,0.01,0.01,0.11,0,0.01,0.02
2020-W19,0,,0.08,0.37,0.73,0.07,0.04,0.05,0.24,,0.01,0.03,0,0.11,0.01,0.01,0.08,0,0.01,0.01
2020-W20,0,,0.09,0.57,1.1,0.09,0.06,0.06,0.35,,0.01,0.04,0,0.14,0.02,0.01,0.11,0,0.01,0.01
2020-W21,0,,0.08,0.53,1.14,0.09,0.05,0.04,0.38,,0.02,0.05,0,0.14,0.02,0.01,0.06,0,0,0
2020-W22,0,,0.08,0.62,1.3,0.08,0.07,0.05,0.44,,0.03,0.04,0.01,0.14,0.01,0.02,0.06,-,0,0.01
2020-W23,0,,0.11,0.7,1.55,0.1,0.11,0.03,0.52,,0.04,0.05,0,0.17,0.02,0.02,0.08,0.01,0,0.01
2020-W24,0,,0.13,0.73,1.71,0.11,0.13,0.03,0.56,,0.05,0.06,0,0.16,0.02,0.03,0.09,0,-,0.01
2020-W25,0,,0.14,0.72,1.84,0.09,0.12,0.02,0.57,,0.09,0.06,0.01,0.16,0.02,0.02,0.05,0,0,0.01
2020-W26,0,,0.13,0.85,2,0.08,0.11,0.02,0.57,,0.14,0.06,0.01,0.19,0.03,0.02,0.05,0,0.01,0.01
2020-W27,0,,0.15,0.92,2.06,0.1,0.13,0.02,0.57,,0.2,0.06,0,0.2,0.02,0.03,0.05,0,0,0.01
2020-W28,0,,0.16,0.99,2.17,0.12,0.14,0.02,0.57,,0.23,0.06,0.01,0.19,0.02,0.02,0.05,0,0,0.01
2020-W29,0,,0.18,0.94,2.25,0.1,0.12,0.02,0.54,,0.35,0.06,0.01,0.19,0.01,0.02,0.05,0,0,0.02
2020-W30,0,,0.16,0.71,1.74,0.11,0.12,0.02,0.49,,0.4,0.04,0.01,0.16,0.01,0.02,0.06,0,-,0.01
2020-W31,0,,0.2,0.71,2.12,0.11,0.15,0.02,0.53,,0.46,0.06,0,0.24,0.01,0.01,0.08,0,0,0.02
2020-W32,0,,0.17,0.63,1.77,0.11,0.18,0.02,0.47,,0.73,0.04,0,0.22,0.02,0.02,0.1,0,0,0.03
2020-W33,0,,0.13,0.35,1.09,0.11,0.11,0.01,0.33,,0.39,0.03,0,0.14,0.01,0.02,0.05,0.01,-,0.02
2020-W34,-,,0.18,0.53,1.8,0.12,0.17,0.01,0.49,,0.41,0.06,0.01,0.25,0.01,0.02,0.06,-,0,0.03
2020-W35,0,,0.15,0.52,1.81,0.09,0.14,0.01,0.52,,0.51,0.05,0.01,0.24,0.01,0.02,0.06,-,0.01,0.03
2020-W36,0,,0.17,0.58,1.94,0.1,0.15,0.01,0.51,,0.41,0.05,0,0.26,0.02,0.02,0.07,0,0,0.06
