week,インフルエンザ,COVID-19,咽頭結膜熱,Ａ群溶血性レンサ球菌咽頭炎,感染性胃腸炎,水痘,手足口病,伝染性紅斑,突発性発しん,百日咳,ヘルパンギーナ,流行性耳下腺炎,急性出血性結膜炎,流行性角結膜炎,細菌性髄膜炎,無菌性髄膜炎,マイコプラズマ肺炎,クラミジア肺炎,感染性胃腸炎（ロタウイルス）,RSウイルス
2020-W37,0,,0.17,0.56,1.88,0.11,0.14,0.01,0.51,,0.35,0.06,0,0.22,0.01,0.02,0.06,-,0,0.05
2020-W38,0,,0.17,0.63,1.84,0.12,0.12,0.01,0.49,,0.35,0.06,0,0.23,0.02,0.01,0.06,-,0,0.07
2020-W39,0,,0.13,0.48,1.43,0.11,0.11,0.01,0.37,,0.2,0.04,-,0.16,0.01,0.02,0.03,-,0,0.07
2020-W40,0,,0.15,0.7,1.72,0.12,0.11,0.02,0.43,,0.26,0.05,0,0.24,0.01,0.02,0.06,0,0,0.07
2020-W41,0,,0.11,0.78,1.71,0.12,0.14,0.01,0.44,,0.26,0.05,0,0.24,0.01,0.02,0.06,-,-,0.1
2020-W42,0,,0.13,0.75,1.71,0.14,0.13,0.02,0.43,,0.26,0.05,0,0.24,0.01,0.03,0.08,-,-,0.09
2020-W43,0.01,,0.15,0.79,1.76,0.15,0.11,0.02,0.43,,0.23,0.05,0,0.21,0.01,0.01,0.07,-,0,0.1
2020-W44,0.01,,0.15,0.78,1.73,0.18,0.12,0.01,0.43,,0.22,0.04,0.01,0.24,0.01,0.01,0.06,-,0,0.12
2020-W45,0,,0.18,0.64,1.79,0.18,0.1,0.01,0.39,,0.16,0.04,0.01,0.18,0.03,0.02,0.04,0,0,0.11
2020-W46,0,,0.21,0.72,2.08,0.2,0.1,0.01,0.42,,0.16,0.05,0,0.25,0.01,0.02,0.07,0,0,0.1
2020-W47,0.01,,0.25,0.81,2.38,0.23,0.12,0.01,0.45,,0.13,0.05,0,0.24,0.01,0.02,0.06,-,0,0.1
2020-W48,0.01,,0.24,0.63,2.11,0.22,0.11,0.01,0.39,,0.12,0.05,0.01,0.22,0.01,0.02,0.05,-,0,0.1
2020-W49,0.01,,0.27,0.79,2.41,0.21,0.13,0.01,0.38,,0.13,0.04,0,0.24,0.01,0.02,0.05,-,-,0.1
2020-W50,0.01,,0.3,0.8,2.81,0.21,0.12,0.02,0.39,,0.12,0.04,0.01,0.24,0.02,0.01,0.05,-,0,0.12
2020-W51,0.01,,0.31,0.79,2.92,0.19,0.1,0.01,0.38,,0.08,0.04,0,0.19,0.02,0.02,0.04,0,0.01,0.13
2020-W52,0.01,,0.31,0.77,3.17,0.18,0.09,0.01,0.35,,0.07,0.04,0,0.19,0.03,0.01,0.04,-,0,0.14
2020-W53,0.01,,0.15,0.35,1.43,0.11,0.04,0.01,0.18,,0.04,0.01,0,0.09,0.01,0,0.03,-,0.01,0.09
2021-W01,0.01,,0.26,0.53,2.22,0.19,0.05,0.01,0.36,,0.02,0.03,0,0.23,0.02,0.02,0.05,-,0.01,0.08
2021-W02,0.01,,0.15,0.57,2.53,0.12,0.04,0.01,0.37,,0.02,0.04,0,0.21,0.01,0.01,0.05,-,0,0.1
2021-W03,0.01,,0.23,0.71,2.91,0.11,0.05,0.01,0.37,,0.03,0.04,0,0.17,0.01,0.02,0.04,0,0.01,0.21
2021-W04,0.01,,0.22,0.75,2.84,0.12,0.04,0.02,0.39,,0.03,0.04,0,0.18,0.01,0.01,0.04,0,0,0.24
2021-W05,0.02,,0.24,0.79,2.83,0.12,0.04,0.02,0.37,,0.03,0.04,0.01,0.16,0.02,0.03,0.04,-,-,0.25
2021-W06,0.01,,0.2,0.73,2.63,0.12,0.03,0.01,0.35,,0.03,0.04,0.01,0.14,0.01,0.02,0.02,-,-,0.27
2021-W07,0.01,,0.2,0.73,2.79,0.11,0.03,0.02,0.35,,0.02,0.03,0,0.19,0.01,0.02,0.03,-,0.01,0.33
2021-W08,0.01,,0.16,0.67,2.54,0.1,0.03,0.01,0.34,,0.02,0.02,0,0.16,0.02,0.02,0.03,-,0.01,0.41
2021-W09,0.01,,0.17,0.77,2.92,0.12,0.02,0.02,0.35,,0.03,0.04,0,0.15,0.01,0.02,0.03,-,0.01,0.44
2021-W10,0.01,,0.15,0.78,2.93,0.09,0.02,0.02,0.36,,0.03,0.03,0,0.17,0.02,0.01,0.06,0,0.01,0.58
2021-W11,0,,0.15,0.75,2.62,0.12,0.01,0.01,0.32,,0.04,0.04,0,0.15,0.01,0.02,0.04,-,0,0.58
2021-W12,0.01,,0.16,0.69,2.55,0.12,0.02,0.01,0.36,,0.02,0.03,0,0.15,0.01,0.02,0.02,0,0,0.69
2021-W13,0,,0.17,0.57,2.34,0.12,0.01,0.02,0.38,,0.02,0.03,-,0.14,0.02,0.02,0.03,0.01,0.01,0.74
2021-W14,0,,0.15,0.55,2.55,0.12,0.02,0.02,0.39,,0.02,0.04,0,0.19,0.02,0.02,0.01,0,-,0.81
2021-W15,0,,0.14,0.68,3.22,0.11,0.02,0.02,0.41,,0.03,0.04,0.01,0.16,0.02,0.02,0.02,-,0.01,1.12
2021-W16,0,,0.2,0.79,3.95,0.1,0.02,0.02,0.48,,0.04,0.04,0,0.17,0.01,0.01,0.03,0,-,1.39
2021-W17,0,,0.24,0.74,3.89,0.11,0.03,0.02,0.47,,0.04,0.04,0,0.17,0.01,0.02,0.03,-,0,1.2
2021-W18,0,,0.16,0.39,2.18,0.09,0.02,0.02,0.32,,0.02,0.03,0,0.15,0.01,0.01,0.03,0,0,0.86
2021-W19,0,,0.32,0.64,3.92,0.13,0.05,0.02,0.42,,0.05,0.05,0,0.2,0.01,0.02,0.04,-,0,1
2021-W20,0,,0.29,0.64,3.79,0.12,0.08,0.02,0.45,,0.07,0.05,0.01,0.21,0.02,0.03,0.03,-,0.01,1.82
2021-W21,0,,0.38,0.65,3.75,0.13,0.07,0.02,0.45,,0.1,0.06,0,0.23,0.03,0.02,0.02,0,0,2.49
2021-W22,0,,0.4,0.63,3.56,0.12,0.08,0.02,0.45,,0.09,0.06,0,0.19,0.02,0.01,0.04,-,0,2.56
2021-W23,0,,0.4,0.61,3.31,0.12,0.11,0.02,0.44,,0.11,0.05,-,0.2,0.01,0.01,0.03,-,0,2.62
2021-W24,0,,0.43,0.59,3.23,0.11,0.12,0.01,0.43,,0.11,0.06,0,0.2,0.01,0.02,0.04,0,0,3.05
2021-W25,0,,0.38,0.58,3.11,0.1,0.11,0.01,0.43,,0.15,0.05,0,0.19,0.02,0.02,0.02,-,0,3.87
2021-W26,0,,0.36,0.58,3.14,0.1,0.13,0.01,0.42,,0.16,0.06,0,0.2,0.01,0.02,0.04,-,0,4.13
2021-W27,0,,0.32,0.61,3.04,0.09,0.16,0.01,0.42,,0.21,0.08,0.01,0.21,0.03,0.03,0.02,-,0,5.04
2021-W28,0,,0.3,0.58,2.9,0.1,0.17,0.01,0.41,,0.3,0.08,0.01,0.2,0.01,0.02,0.01,0,0,5.99
2021-W29,0,,0.2,0.43,2.07,0.07,0.15,0.01,0.34,,0.29,0.07,0.01,0.15,0.02,0.01,0.03,0,0.01,4.64
2021-W30,0,,0.21,0.44,2.42,0.1,0.18,0.01,0.37,,0.28,0.07,0.01,0.22,0.02,0.01,0.02,-,-,4.03
2021-W31,0,,0.2,0.48,2.36,0.09,0.23,0.01,0.34,,0.34,0.07,0.01,0.21,0.01,0.01,0.03,-,-,3.63
2021-W32,-,,0.13,0.3,1.48,0.07,0.2,0.01,0.23,,0.2,0.05,0,0.14,0.01,0.02,0.03,-,0,2.46
2021-W33,0,,0.15,0.33,1.93,0.08,0.29,0.01,0.32,,0.25,0.06,0.01,0.24,0.01,0.02,0.04,-,-,2
2021-W34,0,,0.14,0.39,2.07,0.08,0.48,0.01,0.33,,0.44,0.05,0,0.23,0.02,0.01,0.03,0,-,2.08
2021-W35,0,,0.13,0.39,2.19,0.08,0.58,0.01,0.34,,0.47,0.06,0.01,0.24,0.01,0.01,0.04,-,-,1.87
2021-W36,-,,0.11,0.39,2.24,0.07,0.67,0.01,0.35,,0.51,0.06,0.01,0.24,0.02,0.02,0.02,-,-,1.47
2021-W37,0,,0.11,0.43,2.27,0.08,0.8,0.01,0.38,,0.53,0.05,0,0.23,0.01,0.02,0.02,-,0,1.11
2021-W38,0,,0.09,0.3,1.87,0.08,0.98,0.01,0.31,,0.42,0.04,0,0.19,0.01,0.02,0.01,-,-,0.76
2021-W39,0,,0.1,0.38,2.04,0.09,1.14,0.01,0.32,,0.52,0.04,0.01,0.2,0.01,0.02,0.02,-,0,0.54
2021-W40,0,,0.08,0.44,2.15,0.08,1.53,0.01,0.34,,0.61,0.05,0.01,0.22,0.03,0.02,0.01,0,-,0.48
2021-W41,0,,0.1,0.48,2.3,0.09,1.71,0.01,0.38,,0.71,0.05,0,0.22,0,0.02,0.01,0,0,0.43
2021-W42,0,,0.09,0.49,2.24,0.07,1.62,0.01,0.37,,0.71,0.04,0,0.21,0.01,0.02,0.02,-,0,0.36
2021-W43,0,,0.1,0.6,2.61,0.08,1.52,0.02,0.34,,0.61,0.04,0.01,0.19,0.01,0.02,0.02,-,0,0.3
2021-W44,0,,0.12,0.51,2.67,0.1,1.52,0.01,0.37,,0.52,0.04,-,0.2,0.01,0.03,0.02,-,-,0.25
2021-W45,0.01,,0.15,0.54,3.21,0.13,1.39,0.01,0.36,,0.47,0.04,0,0.19,0.02,0.02,0.01,0,0,0.25
2021-W46,0,,0.18,0.57,3.83,0.12,1.7,0.01,0.35,,0.47,0.03,0.01,0.19,0.01,0.02,0.01,-,0.01,0.25
2021-W47,0.01,,0.2,0.5,4.05,0.14,1.41,0.01,0.34,,0.4,0.03,0.01,0.17,0.01,0.03,0.02,0,0,0.25
2021-W48,0.01,,0.23,0.61,5.24,0.16,1.22,0.01,0.31,,0.37,0.03,0,0.21,0.01,0.02,0.02,0,0,0.25
2021-W49,0.01,,0.25,0.68,6.65,0.14,1.14,0.01,0.33,,0.29,0.03,-,0.17,0.02,0.01,0.01,-,0.01,0.3
2021-W50,0.01,,0.28,0.75,7.42,0.18,1,0.01,0.33,,0.27,0.03,0,0.19,0.02,0.02,0.02,-,0.01,0.36
2021-W51,0.01,,0.32,0.73,7.78,0.16,0.87,0.01,0.32,,0.21,0.03,0,0.2,0.02,0,0.01,0,0,0.4
2021-W52,0.01,,0.19,0.37,4.14,0.1,0.46,0.01,0.18,,0.1,0.02,0,0.1,0.02,0,0,-,0.01,0.32
2022-W01,0.01,,0.25,0.39,4.66,0.14,0.37,0.01,0.26,,0.06,0.02,0,0.19,0.01,0.01,0.01,-,0.01,0.28
2022-W02,0.01,,0.19,0.47,6.65,0.1,0.33,0.01,0.32,,0.07,0.03,0,0.18,0.01,0.01,0.01,0,0.01,0.31
2022-W03,0.01,,0.2,0.58,8.04,0.09,0.32,0.02,0.3,,0.08,0.02,0,0.17,0.01,0.02,0.01,-,0.01,0.5
2022-W04,0.01,,0.14,0.48,7.1,0.08,0.26,0.01,0.25,,0.05,0.02,0,0.17,0.01,0.01,0.01,0,0.01,0.49
2022-W05,0.01,,0.17,0.4,5.74,0.06,0.19,0.01,0.24,,0.03,0.03,0.01,0.16,0.02,0.01,0.01,-,0.01,0.34
2022-W06,0.01,,0.13,0.32,4.55,0.06,0.13,0.01,0.23,,0.02,0.02,0,0.12,0.01,0.01,0.01,-,0.01,0.26
2022-W07,0.01,,0.13,0.31,4.36,0.06,0.09,0.01,0.24,,0.02,0.02,0,0.13,0.01,0.01,0.02,-,0.01,0.23
2022-W08,0.01,,0.1,0.27,3.65,0.06,0.08,0.02,0.2,,0.02,0.02,0.01,0.11,0.01,0.01,0.01,0,0,0.17
2022-W09,0,,0.1,0.25,3.81,0.07,0.06,0.01,0.24,,0.02,0.02,0,0.15,0.01,0.01,0,0,0.01,0.2
2022-W10,0,,0.1,0.26,3.77,0.06,0.05,0.01,0.24,,0.02,0.03,0,0.14,0.01,0.02,0.01,0,0.01,0.19
2022-W11,0,,0.1,0.28,3.55,0.07,0.07,0.01,0.26,,0.01,0.03,0.01,0.12,0.01,0.02,0.01,-,0.01,0.18
2022-W12,0,,0.07,0.2,2.78,0.05,0.06,0.01,0.26,,0.01,0.02,0,0.09,0.01,0.01,0.01,-,0,0.13
2022-W13,0,,0.07,0.22,2.82,0.06,0.06,0.02,0.29,,0.01,0.03,0,0.14,0.01,0.01,0.02,0,0.01,0.13
2022-W14,0,,0.07,0.21,2.93,0.07,0.07,0.01,0.29,,0.02,0.02,0,0.15,0.01,0.01,0.01,0,-,0.1
2022-W15,0,,0.07,0.25,3.54,0.07,0.09,0.01,0.33,,0.01,0.03,0.01,0.14,0,0.01,0.02,0,0,0.13
2022-W16,0,,0.1,0.29,4.09,0.07,0.12,0.01,0.38,,0.01,0.04,0,0.15,0.01,0.01,0.01,0,0.01,0.13
2022-W17,0,,0.12,0.24,3.71,0.07,0.14,0.01,0.39,,0.02,0.03,0.01,0.14,0.01,0.02,0.01,-,0.01,0.14
2022-W18,0,,0.11,0.18,2.65,0.07,0.11,0.01,0.31,,0.02,0.02,-,0.17,0.01,0.02,0.01,-,0,0.1
2022-W19,0,,0.18,0.27,4.15,0.09,0.12,0.01,0.37,,0.02,0.04,0.01,0.17,0.02,0.01,0.02,0,0,0.09
2022-W20,0,,0.18,0.32,4.94,0.07,0.19,0.01,0.4,,0.03,0.04,0,0.16,0.01,0.02,0.02,0,0,0.17
2022-W21,0,,0.32,0.3,5.3,0.09,0.2,0.01,0.4,,0.03,0.04,0,0.17,0.02,0.02,0.02,-,0,0.2
2022-W22,0,,0.36,0.35,5.32,0.09,0.24,0.01,0.41,,0.04,0.04,0,0.2,0.01,0.01,0.02,0,-,0.22
2022-W23,0,,0.42,0.35,5.42,0.08,0.26,0.01,0.41,,0.05,0.04,0,0.21,0.01,0.02,0.02,-,-,0.27
2022-W24,0,,0.41,0.37,5.72,0.08,0.36,0.01,0.38,,0.08,0.03,0.02,0.19,0.01,0.02,0.01,-,0,0.43
2022-W25,0,,0.43,0.35,5.31,0.08,0.6,0.01,0.4,,0.14,0.04,0,0.18,0.02,0.03,0.02,-,0,0.58
2022-W26,0,,0.43,0.33,4.78,0.09,0.97,0.02,0.41,,0.24,0.04,0.01,0.22,0.01,0.02,0.02,-,0.01,0.93
2022-W27,0.01,,0.38,0.4,4.55,0.07,1.42,0.01,0.39,,0.34,0.04,0,0.24,0.01,0.04,0.02,-,0,1.51
2022-W28,0.03,,0.34,0.42,4.22,0.08,1.87,0.01,0.37,,0.51,0.04,0.01,0.2,0.01,0.02,0.01,-,-,2.26
2022-W29,0.04,,0.2,0.26,3.02,0.07,2.14,0.01,0.3,,0.54,0.03,0.01,0.2,0.01,0.02,0.01,-,-,2.3
2022-W30,0.03,,0.17,0.28,2.73,0.07,3.01,0.02,0.28,,0.75,0.02,0,0.22,0.01,0.03,0.01,-,-,2.35
2022-W31,0.03,,0.13,0.28,2.38,0.06,3.32,0.01,0.29,,0.79,0.02,0,0.18,0,0.02,0.01,0,0,2.32
2022-W32,0.02,,0.08,0.2,1.61,0.05,2.64,0.01,0.21,,0.59,0.02,-,0.13,0.02,0.01,0.02,-,0,1.59
2022-W33,0.03,,0.07,0.18,1.67,0.06,2.71,0.01,0.21,,0.5,0.02,0.01,0.17,0.01,0,0.01,-,0,1.31
2022-W34,0.03,,0.07,0.21,1.92,0.05,3.32,0.01,0.23,,0.79,0.03,0,0.21,0.02,0.02,0.03,-,0.01,1.24
2022-W35,0.03,,0.07,0.28,2.1,0.05,3.74,0.01,0.27,,0.89,0.03,0,0.22,0.02,0.01,0.01,-,0.01,1.44
2022-W36,0.03,,0.06,0.29,2.15,0.05,3.77,0.02,0.27,,0.88,0.04,0.01,0.19,0.01,0.01,0.01,0,0,1.6
2022-W37,0.02,,0.07,0.3,2.14,0.07,3.42,0.02,0.27,,0.8,0.04,0.01,0.23,0.01,0.01,0.02,0.01,0,1.6
2022-W38,0.02,,0.04,0.26,1.64,0.04,2.26,0.01,0.22,,0.43,0.03,0.01,0.19,0.01,0.02,0.01,0,0,1.24
2022-W39,0.01,,0.05,0.33,2.01,0.06,1.98,0.01,0.27,,0.45,0.04,0.01,0.17,0.01,0.03,0.01,-,0.01,1.18
2022-W40,0.01,,0.05,0.38,1.97,0.06,1.7,0.01,0.25,,0.4,0.03,0.01,0.18,0.02,0.03,0.02,0,-,1.12
2022-W41,0.02,,0.05,0.35,1.97,0.06,1.32,0.01,0.23,,0.28,0.03,0,0.19,0.01,0.02,0.02,-,0,0.97
2022-W42,0.02,,0.06,0.42,2.23,0.08,1.16,0.01,0.25,,0.33,0.03,0.01,0.23,0.02,0.03,0.02,-,-,0.99
2022-W43,0.03,,0.07,0.45,2.37,0.09,0.92,0.01,0.25,,0.24,0.03,0,0.21,0.02,0.01,0.02,-,0,0.94
2022-W44,0.06,,0.08,0.38,2.44,0.09,0.75,0.02,0.25,,0.21,0.03,0,0.19,0.01,0.03,0.03,-,-,0.85
2022-W45,0.08,,0.09,0.41,2.78,0.13,0.64,0.01,0.27,,0.18,0.03,-,0.21,0.02,0.02,0.03,0,0,0.78
2022-W46,0.11,,0.08,0.4,3.21,0.11,0.55,0.01,0.25,,0.18,0.03,0,0.19,0.01,0.02,0.03,0,0,0.74
2022-W47,0.11,,0.1,0.36,3.2,0.12,0.48,0.01,0.26,,0.19,0.04,-,0.19,0.01,0.01,0.01,0,0,0.58
2022-W48,0.13,,0.14,0.37,3.81,0.11,0.43,0.01,0.25,,0.18,0.04,0.01,0.23,0.01,0.02,0.02,-,0,0.5
2022-W49,0.25,,0.13,0.37,4.38,0.11,0.41,0.01,0.23,,0.17,0.04,0.01,0.23,0.01,0.02,0.02,0,-,0.54
2022-W50,0.53,,0.16,0.42,4.96,0.11,0.32,0.01,0.24,,0.13,0.04,0.02,0.18,0.01,0.02,0.03,0,-,0.48
2022-W51,1.24,,0.19,0.37,5.6,0.1,0.29,0.01,0.22,,0.1,0.03,0.02,0.24,0.01,0.01,0.03,-,0,0.4
2022-W52,2.05,,0.13,0.25,4.08,0.07,0.17,0.01,0.17,,0.06,0.02,0.01,0.15,0,0.01,0.02,0,0.01,0.28
2023-W01,4.73,,0.12,0.21,3.5,0.09,0.1,0.01,0.18,,0.03,0.02,0.01,0.22,0.01,0,0.02,-,0,0.18
2023-W02,7.37,,0.11,0.27,5.76,0.08,0.09,0.01,0.23,,0.04,0.02,0.02,0.24,0.01,0.01,0.02,-,0.01,0.18
2023-W03,9.59,,0.12,0.4,7.71,0.07,0.11,0.01,0.24,,0.06,0.03,0.01,0.21,0.01,0.01,0.01,0,0,0.29
2023-W04,10.36,,0.12,0.4,7.38,0.07,0.1,0.01,0.22,,0.05,0.02,0.01,0.19,0.02,0.02,0.03,0,0.01,0.31
2023-W05,12.66,,0.13,0.44,7.89,0.07,0.09,0.01,0.22,,0.05,0.03,0,0.21,0.01,0.03,0.02,-,0.01,0.32
2023-W06,12.91,,0.12,0.42,7.26,0.06,0.08,0.01,0.21,,0.04,0.03,0.01,0.18,0.01,0.02,0.01,-,0.01,0.3
2023-W07,12.56,,0.18,0.53,7.31,0.08,0.08,0.01,0.22,,0.05,0.03,0.01,0.22,0.02,0.02,0.02,-,0.02,0.32
2023-W08,11.32,,0.16,0.47,6.2,0.07,0.07,0.01,0.19,,0.05,0.03,0.01,0.17,0.02,0.02,0.01,-,0.01,0.31
2023-W09,10.17,,0.15,0.48,5.95,0.06,0.07,0.01,0.21,,0.04,0.03,0.01,0.19,0.03,0.02,0.01,0,0.02,0.34
2023-W10,11.1,,0.17,0.52,5.88,0.06,0.07,0.01,0.21,,0.05,0.03,0.01,0.2,0.02,0.02,0.02,-,0.01,0.35
2023-W11,8.42,,0.17,0.52,5.36,0.08,0.07,0.01,0.23,,0.06,0.03,0.01,0.2,0.01,0.02,0.03,-,0.01,0.39
2023-W12,6.44,,0.16,0.48,4.21,0.07,0.07,0.01,0.2,,0.06,0.03,0.01,0.16,0.01,0.03,0.03,-,0.01,0.42
2023-W13,4.06,,0.18,0.52,3.73,0.08,0.09,0.01,0.24,,0.1,0.03,0,0.22,0.01,0.01,0.02,-,0.01,0.48
2023-W14,2.77,,0.17,0.49,3.72,0.1,0.09,0.01,0.24,,0.1,0.03,0.01,0.28,0.01,0.03,0.02,-,0,0.53
2023-W15,2.16,,0.2,0.59,4.2,0.09,0.13,0.01,0.26,,0.18,0.04,0.01,0.24,0.01,0.02,0.02,-,0,0.87
2023-W16,2.51,,0.26,0.81,4.95,0.09,0.2,0.01,0.32,,0.28,0.03,0.02,0.28,0,0.02,0.02,0.01,0.01,1.12
2023-W17,2.24,,0.32,0.82,4.96,0.09,0.19,0.01,0.33,,0.33,0.03,0.01,0.25,0.01,0.03,0.05,-,0.01,1.08
2023-W18,1.7,,0.28,0.59,3.49,0.07,0.16,0.01,0.25,,0.28,0.03,0.01,0.23,0.02,0.03,0.02,-,0.01,0.99
2023-W19,1.36,2.63,0.46,1.01,5.28,0.11,0.18,0.02,0.36,,0.33,0.04,0.02,0.39,0.01,0.01,0.04,-,0.01,1.04
2023-W20,1.89,3.56,0.45,1.34,6.54,0.1,0.25,0.01,0.33,,0.73,0.06,0.01,0.36,0.01,0.02,0.08,0,0.01,1.56
2023-W21,1.62,3.63,0.64,1.49,6.48,0.13,0.36,0.01,0.35,,1.33,0.07,0.02,0.31,0.02,0.03,0.07,-,0.01,1.95
2023-W22,1.52,4.55,0.61,1.58,6.61,0.11,0.48,0.02,0.34,,1.87,0.07,0.01,0.33,0.01,0.02,0.1,-,0.01,2.12
2023-W23,1.36,5.11,0.69,1.67,6.29,0.13,0.66,0.02,0.31,,3,0.09,0.02,0.34,0.02,0.03,0.06,0,0.01,2.64
